,id,tid,content,liketimes,updated_at
273,123727,44183,前麦弗逊，空间可观,0,2022-01-13
274,123682,44183,有点像路虎也有点像长安,0,2022-01-13
275,123492,44183,没有一见钟情 也没有难以接受 继续观望,1,2022-01-13
276,123467,44183,越野，我第一个想到的是，越野的路线往哪去充电？,0,2022-01-13
277,123423,44183,五座还是六座？！,0,2022-01-13
278,123147,44183,理解不了它的颜值{:担忧:},2,2022-01-13
279,123137,44183,外观设计感觉一般，有点怪,0,2022-01-13
280,123106,44183,双无线充电?,0,2022-01-13
281,123073,44183,看着也不赖啊,1,2022-01-12
282,122915,44127,欢迎扫码添加回复“C01”即可进群,0,2022-01-12
283,138503,44127,其实和手机一样，现在都变成不可拆卸电池了。如果要更换代价高昂。不过以现在的电池技术应该能保证长期使用.，不用担心需要更换。,0,2022-02-27
284,133305,44127,是否可以理解为和换电技术非别代表一体化设计和模块化设计两条路？ 我个人觉得终极目标都是提升产品可用性，不过随着电池质量的提升一体化设计未来的路更宽一些，有点类似手机设计思路的发展，现在的手机电池设计差不多就是这样吧？ 不过短期确实换电对车辆实用性提升更多，但是建换电站成本惊人啊。,0,2022-02-13
285,127824,44127,@电动车 ,0,2022-01-23
286,123733,44127,国家不是在规划大力发展换电站吗，这个一体化设计享受不到这波福利呀,0,2022-01-17
287,123548,44127,类似宁德时代的CTC，不过更大的优势还是提高了整车系统的能量密度，也可以减重,0,2022-01-17
288,123165,44127,因为你，我深入了解了一体化设计,0,2022-01-17
289,123141,44127,零跑能领跑吗{:迷惑:}{:担忧:},0,2022-01-17
290,123047,44127,这个结构最大的问题是可能提高保险费用{:眯眼看:},0,2022-01-17
291,123020,44127,灵魂拷问:我们2抵4远期单豪华版撒时候锁单，啥时候生产，撒时候交付，生产的什么版本?伟健知道内幕消息吗,0,2022-01-17
292,130823,44073,M5主界面空是因为，还没有放上女朋友照片，或者动漫屏保。,0,2022-02-06
293,126815,44073,很好奇，p7屏幕小分辨率大，ppi更大，表示屏幕更细腻清晰，怎么得出m5的屏幕还更优，真是匪夷所思,0,2022-01-20
294,125877,44073,喜欢m5的内饰风格,1,2022-01-18
295,125875,44073,"出道即巅峰   
零跑有--入门即豪华{:加电:}",0,2022-01-18
296,125711,44073,极氪001的820a懵x了，这是我的速度吗？,1,2022-01-18
297,125685,44073,？出道即巅峰不是零跑c11的slogen吗,0,2022-01-18
298,125593,44073,估计会有不少用户为这套鸿蒙车机买单,0,2022-01-17
299,125579,44073,小鹏的优势要逐步被曼曼超越,1,2022-01-18
300,125454,44073,这流畅度，还是很顶的,0,2022-01-17
301,125446,44073,芯片是麒麟990a车机芯片,0,2022-01-20
302,130913,44012,mark   ,0,2022-02-06
303,124955,44012,车机界面为啥看着这么廉价,0,2022-01-16
304,122122,44012,有一个长城的8155，确定不是intel的那个啥？,0,2022-01-09
305,122107,44012,我太爱后排遮阳帘了,1,2022-01-09
306,122102,44012,"不能  他最起码要定到问界m5下面
那个可是纯电平台   ",0,2022-01-09
307,122084,44012,让子弹飞一会。真喜欢可以考虑第二批改款{:吃瓜:},0,2022-01-09
308,121940,44012,听说馈电和比亚迪老款唐一样，是虫，麻烦评测下,2,2022-01-09
309,121924,44012,评测真给力。cc的智能化做的确实比byd好啊，摩卡noh看下来已经是国内第一梯队了，就看价格怎么样了,0,2022-01-09
310,121923,44012,这车应该不会上30吧，我估计26+差不多了,0,2022-01-09
311,121919,44012,30万买个纯电不香吗？纯电零件更少更不容易坏。为什么30万要买个复杂的混动？而且这些混动油耗还没有优势。国内搞混动的都是被两田带到沟里去了，欧洲美国都没有这么热衷搞混动。还不如一步到位加把力度搞纯电。,0,2022-01-09
312,130914,44009,mark   ,0,2022-02-06
313,125598,44009,小鹏用的底盘是不是这个车的,0,2022-01-17
314,124952,44009,这车有没有成为2022年最佳理财产品的潜质？ 油改电宣传成纯电平台,0,2022-01-16
315,122865,44009,哈，这车估计打不过国产的对手们,0,2022-01-11
316,122730,44009,轴距才2610，本田好意思吗？而且还是油改点，估计空间更惨。反正我是完全不相信照片里面展示的后排空间。,0,2022-01-13
317,122546,44009,好不容易一个大屏，这和分成了三块屏幕有啥区别，丝毫内有大屏优势，要这么搞中间和下面完全可以换成传统的按键,0,2022-01-11
318,122515,44009,真丑,0,2022-03-08
319,122447,44009,椅型好看，就是谁买日系纯电动啊{:担忧:},0,2022-01-11
320,122322,44009,"就是一个油改电，问题的官方定义是新一代前驱纯电平台，真把智商按在地上摩擦啊

",0,2022-01-11
321,122264,44009,没智能辅助驾驶部分功能，在当前的电车中觉得就是油改电而已，无电车乐趣,0,2022-01-11
322,124547,43769,别克快点出个大型电动车吧,0,2022-01-14
323,123990,43769,别克不行啊，他的车贬值率太高了,0,2022-01-13
324,121840,43769,换壳ei5,0,2022-01-08
325,119376,43263,这个价位中很有区分度的产品,0,2022-01-02
326,118223,43263,打开无敌模式{:眯眼看:},0,2021-12-31
327,141788,43160,对于这种几乎照抄式的竞争，归根结底是没有创新的思维和能力，终将被市场淘汰,0,2022-03-07
328,130915,43160,mark   ,0,2022-02-06
329,117940,43160,方向盘是不是一样反人类？,0,2021-12-30
330,117551,43160,"据我了解两车（顶配版）的差别还有:
奇瑞冰淇淋方向盘是多功能方向盘
五菱是普通的方向盘
奇瑞两个喇叭，五菱一个喇叭
奇瑞是松开刹车，怠速运动
五菱据说是松开刹车不走，必须给油门，类似于单踏板模式",0,2022-01-21
331,117465,43160,几乎雷同啊,0,2021-12-29
332,117430,43160,奇瑞吃屎都赶不上热乎的，一味抄袭还没创新能跟五菱mini比么？？,0,2021-12-29
333,117409,43160,似乎还是五菱更好些？,0,2021-12-29
334,117341,43160,已下单 很好吃,0,2021-12-29
335,117338,43160,几乎一套外观模具出来一样,0,2021-12-29
336,117335,43160,绝,0,2021-12-29
337,131387,43056,氢从哪而来，贵不，到处都有补能不！,0,2022-02-07
338,117226,43056,举足氢重的21世纪终极能源，乘用车普及氢能源应该是十年之后之事了。因为，鼻祖丰田Mirai三个氢罐5.6L续航800KM还要50万呢,0,2021-12-28
339,117116,43056,氢能源百公里费用多少啊？,0,2021-12-28
340,117082,43056,如果你去的不巧，充氢可能要1个小时以上了。,0,2021-12-29
341,117077,43056,如果都是需要注入补能，你还不如直接买个油车呢，多成熟啊。,0,2021-12-28
342,117076,43056,也是增程原理只不过能源变了，还认为增程是过渡阶段?,0,2021-12-28
343,122866,42819,这内饰感觉设计有很大提升,0,2022-01-11
344,118048,42819,有没有座椅通风求回复,0,2021-12-30
345,117326,42819,开这个车，和朋友聚餐，说我是开巡洋舰来的。。。。,0,2021-12-28
346,117325,42819,也不喜欢后备箱空间，有点小了,0,2021-12-28
347,117324,42819,不喜欢一体式座椅，中看不中用,0,2021-12-28
348,117323,42819,我最喜欢这个屏幕,0,2021-12-28
349,117006,42819,听说是换壳秦？,1,2021-12-27
350,116964,42819,"这样的车子招人爱,值得咱们期待",1,2021-12-27
351,116963,42819,感觉这车的空间看上去应该还可以,1,2021-12-27
352,116962,42819,刀片电池让人们对比亚迪刮目相看,1,2021-12-27
353,141661,42729,唉，蔚来的客户忠诚度真是刚刚的…,0,2022-03-06
354,130916,42729,未来是谁的天下？？？？？,0,2022-02-06
355,130619,42729,租电池真是收割智商税机器,0,2022-02-04
356,116213,42729,主流还是当下的bba啊,0,2021-12-26
357,116120,42729,别的不说就说那个大屏，绝对是体验更好,0,2021-12-25
358,116119,42729,还是奥迪的内饰更人性化,0,2021-12-25
359,115125,42729,燃油车始终要退出历史舞台的 et5肯定是蔚来最畅销的车型 目前电动车都在吃红利 等渗透率超过50%以后 才会决定电动车的下半场,0,2021-12-23
360,115091,42729,这个et5还没有可以开的实车体验了，咋就能深度对比呢？最多就是感官和ppt对比啊！哈哈,0,2021-12-25
361,115035,42729,感觉接下来，宝马三系，CLA，小鹏P7，极星2都会变的难一点，特别是宝马3和极星2，完全的针对性市场，当然Model 3&Y也会受一定的影响，但毕竟是智能电动汽车的开创者，用户认知上还是会有一定作用的。,0,2021-12-23
362,115024,42729,"1、对比的范围有点问题，都是拿BBA有的功能来对比，ET5特有的优势没提，电吸门、标配高端音响等也值个2万了。
2.用车成本是拿蔚来BAAS的租金对比BBA的油费，但用了BAAS后，蔚来购车起步价就变成了25.8万，对标BBA是很大的优势。
3、油车10％购置税和电车补贴要重点凸显，差距4-5万。
综合下来:空间打平，配置ET5胜，动力ET5胜，购车成本ET5胜，用车成本ET5胜，品牌影响力BBA胜，续航保障BBA胜。
蔚来ET5这么明显的优势，为啥在小编的描述里都看不出来。",5,2021-12-23
363,112561,42483,该文章评论区下评论，于12/20日随机抽奖送出50元京东卡一张。,0,2021-12-18
364,115039,42483,"很多人订了ET5 也订了蔚来ET7和智己L7，明年一季度量产交付
",0,2021-12-23
365,115036,42483,ET5的云初黄不太好看啊，ET7的南极星更好看，智己L7的颜色也很好看,0,2021-12-23
366,115034,42483,蔚来也算是打出了国产高端智能电车的标杆，其他品牌极氪、智己也得加快步伐才行,0,2021-12-23
367,115032,42483,ET5要进军主流市场了，明年先量产的是ET7和智己L7，后面紧跟着极狐阿尔法和威马M7,0,2021-12-23
368,115031,42483,"我感觉现在的电动车是谁智能化做的好，谁赚钱，像特斯拉 小鹏 极氪 智己 理想这些车都在拼算法
",0,2021-12-23
369,113472,42483,不是双层玻璃又是无框车门，隔音会不会差点{:担忧:},0,2021-12-20
370,113432,42483,我记得智己L7 是93kwh的电池，续航708公里，首批天使轮用户免费升级高阶能量电池包，楼主怎么看,0,2021-12-20
371,113423,42483,文章挺客观的，建议下次还可以带上智己汽车，也是很有实力的自主品牌{:大笑:},0,2021-12-20
372,113408,42483,好家伙，蔚来有换电，小鹏有快充，智己有无线，理想有增程，各有优势啊,0,2021-12-20
373,111522,42146,大众ID充值了多少钱？,0,2021-12-16
374,110268,42146,我还以为我看漏了，看评论才知道，原来真的没提车速。大家又不是小孩子了，不提车速的续航有什么参考价值啊？{:担忧:}{:担忧:},0,2021-12-14
375,110160,42146,这两天海豚的对比组ID4，被跑出了23的电耗，沈阳的气温跟北京差不多。,0,2021-12-13
376,110130,42146,应该试试零下12度吧,0,2021-12-14
377,109962,42146,热泵空调冷却剂鄙视链                                                        二氧化碳（R744）〉R1234yf  〉R134a  ，后两种不能低于零下10度，并却能耗也差很多！,0,2021-12-13
378,109854,42146,0.28的风阻系数领先同级别？,0,2021-12-15
379,109823,42146,车速呢，不提车速不有啥参考呢、,1,2021-12-14
380,109818,42146,这么看夏天的续航也不一定比这次高，环密云水库证明车速还是一般的,1,2021-12-14
381,109810,42146,特斯拉的热泵空调是什么技术？,0,2021-12-13
382,109808,42146,二氧化碳热泵空调是ID全系标配吗？,0,2021-12-14
383,107538,41850,新款奥德赛真不错，明年其他要上市的纯电MPV估计要卖爆,0,2021-12-08
384,107291,41850,合格的文章。但对细节描写不够{:眯眼看:}{:眯眼看:}，不奇怪，毕竟不是天天开这车,0,2021-12-08
385,111523,41734,外观挺好看，大叔系,0,2021-12-16
386,118380,41624,"辛苦辛苦。做这种测评花时间的。
花了时间还有人怼你。
再公正的测评也有人挑你各种毛病的。
感谢这么详细的测评啊！！
给大家购车还是有了一个比较客观的参考的！",0,2021-12-31
387,117628,41624,所以综合哪家最强？,0,2021-12-31
388,111524,41624,蔚小理都不错，特斯拉算了吧,0,2021-12-16
389,109552,41624,这个测评的好详细，等冬季续航测评,0,2021-12-31
390,107789,41624,不知道测试过程中，其他三辆车有没有遇到蔚来漏识别那个类似的场景？如果有，表现如何？,0,2021-12-09
391,107517,41624,好全面，好细致。但是想讨论一个问题，现在车企的自动辅助驾驶能力是一个可以影响消费者决策的重要指标吗？如果不是的话，未来可能在某天大家就一起迈入自动驾驶的时代了。也就是说这类相对专业又不是特别专业的内容受众是哪些人呢。纯讨论，没恶意哈,0,2021-12-09
392,107507,41624,好文，期待再测个泊车对比,0,2021-12-08
393,107429,41624,各有千秋,0,2021-12-08
394,107410,41624,p7降级的确非常影响体验，有些高速路段几百米降级两三次，切来切去搞得非常紧张,0,2021-12-08
395,107372,41624,连领航辅助是啥都不介绍一下，就赶紧测了。哎。,0,2021-12-08
396,112872,41587,最近车路协同政策密集，2-3年内必然是大城市路基设施基建首选,0,2021-12-19
397,106616,41587,车路协同是锦上添花，核心还是要发展车的智能,0,2021-12-06
398,104686,41587,简单理解，现阶段最重要的功能就是电子狗{:奸笑:}{:奸笑:}{:奸笑:},0,2021-12-02
399,104665,41587,还需要很长的时间，才能覆盖到终端用户。,0,2021-12-02
400,104661,41587,车辆协同这种全靠地方财政的大基建，什么时候能成且覆盖范围会有多少呢？,0,2021-12-02
401,104571,41587,车路协同是要在路基加装设备？,0,2021-12-01
402,104535,41587,这个得靠政府去推动,0,2021-12-01
403,104483,41587,这种和信号灯直链的功能，应该是交通部主导和车企合作，而且也给看当地政府支不支持,0,2021-12-01
404,104827,41577,x7界面最好，零跑也不差,0,2021-12-02
405,104684,41577,p7好久没ota了,0,2021-12-02
406,104683,41577,习总能  是啥？,0,2021-12-02
407,104669,41577,零跑下次出个弹射模式{:眯眼看:}{:眯眼看:}{:眯眼看:},0,2021-12-02
408,104666,41577,等个理想one的{:眯眼看:},0,2021-12-02
409,104664,41577,少了一个 OTA，就是极氪的。,2,2021-12-02
410,104637,41577,配图有别字呢,0,2021-12-02
411,104636,41577,希望零跑c11也增加一个弹射起步功能{:加电:},0,2021-12-02
412,104635,41577,零跑就是产能不足，太拉夸    提车有些慢,0,2021-12-02
413,154203,41371,顺便测一下两款电机的0-100加速成绩,0,2022-04-02
414,110884,41371,we86 跟we100 大佬推荐哪款 实在是纠结,0,2021-12-15
415,110615,41371,辛苦了！点赞，厉害！,0,2021-12-14
416,109489,41371,"胎压：威睿2.7，日电2.8，胎压低费电；
均速：威睿78.1，电产76.7，均速高费电；
所以折扣率差了这1%。
结论：几乎没差。
不知威睿是否后期ota空间更大？
希望we100、we86、you100三个版本再同时测试一次{:眯眼看:}",0,2021-12-12
417,106046,41371,感谢新出行，不知道712续航在0℃左右到北方续航表现如何,0,2021-12-05
418,104926,41371,这也没太大的差距呀！,0,2021-12-02
419,104600,41371,下一次可以再找两辆，测个时间更长的。,0,2021-12-01
420,104599,41371,看来国产的质量也不错。,1,2021-12-01
421,103890,41371,用心了，感谢车友和新出行的努力,0,2021-12-01
422,103723,41371,纯高速能耗测试还是不错的，毕竟电车在市内，除了跑滴滴，是很难一天跑完整个电量的，然后回去休息睡觉的时候又可以插电充电。跑高速不一样，像我经常出差的一天两人换着开，跑800km是常事，这样，续航就很重要，虽然目前没有一款电车能跑到800高速续航,1,2021-12-02
423,102013,41198,丑出天际,0,2021-11-27
424,101792,41198,五菱真是可以吧一个车型玩儿到底,0,2021-11-26
425,101494,41198,这两个颜色深得女性用户的喜爱呀,0,2021-11-26
426,101390,41198,不得了,0,2021-11-26
427,101302,41198,可以可以，照片看挺精致,0,2021-11-26
428,104420,41158,好看,0,2021-12-01
429,103873,41158,只能说如果按奔驰主导定价太高，那又只会是少部分人的优越感玩具,0,2021-11-30
430,102850,41158,按奔驰的尿性，估值要卖30＋,0,2021-11-29
431,102297,41158,这前脸和屁股很眼熟有没有！！{:眯眼看:}{:眯眼看:}{:眯眼看:},0,2021-11-28
432,102164,41158,量产车什么时候发布和销售？,0,2021-11-27
433,102138,41158,概念车都很好看,0,2021-11-27
434,101698,41158,这不是威马EX5的前验吗？,1,2021-11-27
435,101590,41158,在深圳哪里,1,2021-11-26
436,101490,41158,这颜值。。。将迷倒一大片女性。连我这男的都有点动心了,1,2021-11-26
437,101420,41158,期待合适的价格,1,2021-11-26
438,98944,40792,还是cma油改电平台,0,2021-11-20
439,98901,40792,丑爆了 跟不上时代,0,2021-11-20
440,98793,40792,这车只适合两个人,0,2021-11-20
441,119263,40775,岚图梦想家的设计感更胜一筹，很期待实车,0,2022-01-02
442,103581,40775,"感觉这设计师太会设计了，把握发展潮流啊
",2,2021-11-30
443,103580,40775,感觉远远的一眼就能看出是MIFA9，这设计真绝了,2,2021-11-30
444,103579,40775,这设计看着就有一种高端大气的感觉,2,2021-11-30
445,103576,40775,真的太有设计的感觉了，外观酷爆了,2,2021-11-30
446,103573,40775,车头设计部分棱角分明，看起来很有品质感和辨识度,3,2021-11-30
447,101125,40775,本来还在纠结买什么，这下好了，就是它了！,2,2021-11-25
448,101122,40775,要我说这才是设计，才是艺术,0,2021-11-25
449,101121,40775,别克：还卷？,0,2021-11-25
450,101118,40775,这前脸，看着就夯实,0,2021-11-25
451,113218,40682,保时捷复古版,0,2021-12-20
452,98779,40682,双电机顶配20万的话，秒买！！！！,0,2021-11-19
453,98134,40682,欧拉的车机音乐是真的拉胯,0,2021-11-20
454,97789,40682,始祖版帕美,0,2021-11-18
455,97716,40682,当车型亮点里只字不提续航的时候，我就有种预感,0,2021-11-24
456,97691,40682,16.99-19.89交个朋友,0,2021-11-18
457,97689,40682,不会贵，20万？这逻辑也是够可以的,0,2021-11-18
458,97680,40682,美人豹,0,2021-11-18
459,97673,40682,很的个性的一辆车,0,2021-11-18
460,98071,40640,该条文章下评论，于11/22日随机抽奖送出极氪绝版周边“本真手提袋”一个。,1,2021-11-19
461,104828,40640,肉眼可见的卡{:大哭:},0,2021-12-02
462,102626,40640,还好我选了EC，还有时间观望。,0,2021-11-28
463,99468,40640,蓝牙功能不好用，包括自动落锁和靠近开锁，经常不成功。车机还是有点卡，特别是地图，其他还可以，不能跟手机比，用的还凑和吧，语音交互还是挺灵敏的，值得肯定,0,2021-11-22
464,99319,40640,后期车机硬件能升级就好了,0,2021-11-21
465,99061,40640,全都有，就是一用就废,0,2021-11-20
466,99012,40640,希望交车的时候能优化好吧，现在整体反响太拉胯了！,0,2021-11-20
467,98955,40640,那么到底表现如何呢,0,2021-11-20
468,98950,40640,极氪的车机长时间用肯定会卡 我们做测试拍摄肯定没有像车主使用那么频繁,0,2021-11-20
469,98912,40640,希望给我交付的时候，能达到主流水准、交互界面逻辑能更加清晰,0,2021-11-20
470,97601,40520,新出行-MPV交流群已建立，欢迎扫码回复“MPV”即可进群，与资深媒体面对面交流，为你带来最新爆料，独家讯息！,0,2021-11-18
471,128532,40520,岚图不会是 造车新实力,0,2022-01-26
472,98114,40520,等你试驾车体验,0,2021-11-19
473,98040,40520,肯定很贵，有这钱不如买红旗,0,2021-11-18
474,98023,40520,这个，给三胎大佬准备的,0,2021-11-18
475,97799,40520,家用基本被排除了{:担忧:},0,2021-11-18
476,97614,40520,挺好看，就是太大了，没法家用，除非有别墅,0,2021-11-18
477,97587,40520,抢夺别克商务车的市场,0,2021-11-18
478,97570,40520,这个前脸还是有浓浓的复制感，感觉小编下笔很温柔，一碗水端平了。,0,2021-11-18
479,97560,40520,太大了，公用差不多,0,2021-11-18
480,97602,40518,欢迎扫码添加回复“元PLUS”即可进群～与更多的资深媒体、车主朋友以及厂商大佬交流吧～,0,2021-11-18
481,97912,40518,比原来的 那个元好了几万倍,0,2021-11-18
482,97679,40518,似乎评测的车上没看到座椅加热和通风，车机和音响也没有到最高配，按理说只会比海豚价位高一点吧……毕竟海豚本身还有卖设计的部分,0,2021-11-18
483,97189,40518,红内饰有点村炮,0,2021-11-17
484,97156,40518,成都车展那个棕色不量产了..?,0,2021-11-17
485,97103,40518,外观，内饰是我喜欢的类型，律动空间为主题，希望音响音质方面也跟上，丹拿音响就完美了！,0,2021-11-17
486,97092,40518,同级对比没有Aion Y吗？这才是元plus的主要竞争对手啊，几何c、小鹏G3i都比Aion Y销量低很多。,1,2021-11-17
487,97049,40518,动力还是弱了点，百公里加速水平跟几何c这类竞品对比不足。,0,2021-11-17
488,97044,40518,这车的内饰用力过猛{:担忧:},0,2021-11-17
489,97002,40518,那我有个问题要问，这个车是八合一驱动？那海豚是不是八合一,0,2021-11-17
490,98053,40509,扫码回复「Q5」，即可加入新出行-奥迪Q5 e-tron交流区，与专业编辑在线聊车。,0,2021-11-18
491,145266,40509,真的会有人花40几万买个这个？和凯迪拉克的lyruq同级别比，完全是两个年代的产品,0,2022-03-14
492,104553,40509,这个配置都是电车标配了，就是内饰质感质量好点，牌子响亮，其他和国产车比。。那就没有性价比了，价格太高,0,2021-12-01
493,98938,40509,感觉设计上不如ID好看，有点草率,0,2021-11-20
494,98613,40509,感觉就好像是ID6精修版啊，没意思,0,2021-11-19
495,98259,40509,三电技术那么差的吗？84度电池CLTC才这点续航？,0,2021-11-19
496,98060,40509,还不如唐ev,0,2021-11-18
497,98046,40509,实体按键多了点,0,2021-11-18
498,98010,40509,不错,0,2021-11-18
499,97995,40509,续航感人,0,2021-11-18
500,97613,40479,欢迎扫码添加回复“好猫”即可进群～与更多的资深媒体、车主朋友以及厂商大佬交流吧～,0,2021-11-18
501,155901,40479,封绿牌6.9秒都好意思说凶说钢炮,0,2022-04-09
502,97525,40479,城市代步，接送娃是真可以,0,2021-11-18
503,97371,40479,可惜欧拉一直都是油改电，和几何一样,0,2021-11-17
504,97063,40479,不和哪吒u对比下？,0,2021-11-17
505,96958,40479,这车一个人开真挺好的,0,2021-11-17
506,134534,40455,55大电机版本怎么都没货，急急急！,0,2022-02-17
507,96426,40455,七档调节 调节至一个适合自己的档位 基本上能用到报废,0,2021-11-15
508,99227,40351,新政策什么时候出来啊？,0,2021-11-21
509,96554,40351,补充下 蔚来购买服务无忧包的车主 每月流量提升至15G   目前超过20G以后依然是不收费的~   {:眯眼看:},1,2021-11-15
510,95513,40351,是不是写错了，汉EV明明是5G/月,0,2021-11-13
511,95261,40351,哪吒看来不热门~{:微笑:},0,2021-11-12
512,95210,40351,这些车机网络的运营商都是联通吗？,0,2021-11-12
513,95204,40351,只要不看视频 流量绝对够用,0,2021-11-12
514,95182,40351,伟健辛苦了，我零跑C11提到手还没咋用呢，就剩2个多g了，这才月初，明显感觉不够用啊,0,2021-11-12
515,95166,40351,啥时候能出一个车机网络信号强度的对比？,0,2021-11-12
516,95156,40351,威马终身免费无限流量,0,2021-11-13
517,95136,40351,没有对比就没有伤害。零跑你也太那个了。。。。。。,0,2021-11-19
518,103303,40108,为什么动能回收要最高 驾驶模式要经济 如果改成低和运动 还会削减多少？,0,2021-11-29
519,96064,40108,这文章很实用呢，有机会出一份小鹏p 5的报告咯,0,2021-11-14
520,96005,40108,100度电池高速跑光算500，单电机，估计稍微省点，因为他双电机用的方案是两台同步电机，估计实际能增加个70-80公里。估计100度单电池方案的，满电高速续航应该有550-580，再多应该也没了。不过，实话实说，如果在我们这繁忙江浙沪高速，一段拥堵80一段120，估计也悬的。这个天气的南方应该是电动车最合适工况了。,0,2021-11-14
521,94602,40108,高速满意的，基本跟所有电动车出行，都是对方先找服务区,0,2021-11-10
522,93773,40108,高速如果车流量大，速度不停的在80.90到120之间来回，耗电量会特别大，不知道这个情况小编有没有考虑进去,0,2021-11-09
523,93703,40108,86度电池和100度不知道性能有没有差别,1,2021-11-09
524,93702,40108,求测712的续航{:眯眼看:},0,2021-11-09
525,93609,40108,可以！,1,2021-11-08
526,93460,40108,终于有新出行的测试了,0,2021-11-09
527,93431,40108,那就是夏天八折冬天七折。we版本，里程焦虑了,1,2021-11-09
528,93323,39979,每天来看新出行刷新总没错，果然在第一时间就看到了目前最火的（之一）极氪001全面评测文章了。但是在我看来还有几个不算问题的问题，可能也是部分（潜在）客户关心的，如果能加入解答，就更完美了。1、有没有试过在其他快充充电桩（以及家用充电桩）下的表现？文中说到未能体现极氪的实力，但是未就此进行更加详细深入的对比评测，或是解释；2、对于EC天幕的相关评测；3、对于电机（不同品牌）选装的相关对比。最后，感谢新出行的文章！,2,2021-11-09
529,93045,39979,该条文章下评论，于11/09日随机抽奖送出极氪绝版周边“本真手提袋”一个。,3,2021-11-08
530,96930,39979,这样算那we版86度电的高速能开多少公里？,0,2021-11-17
531,94245,39979,大佬们，你们的评测文章被官方转载的时候 “加工了”{:眯眼看:}{:眯眼看:}{:眯眼看:},0,2021-11-10
532,94000,39979,好评，我连评论都刷了一遍,0,2021-11-09
533,93978,39979,什么时候测一下单电机We100的？,1,2021-11-09
534,93782,39979,高速如果车流量大，会有不停的80-120左右的加减速，这种情况下耗电量非常大，考虑进去了吗,0,2021-11-09
535,93696,39979,新的续航测试挺好，更具有现实意义。就等明年提车了。,0,2021-11-09
536,93597,39979,这个测试好。,0,2021-11-08
537,93583,39979,哎呀，增配遥控进出以后，1.6的版本没有什么用了，不知道3.5万的版本值不值得买,0,2021-11-08
538,100044,39958,欢迎扫码添加回复“e-POWER轩逸”即可进群，与更多的资深媒体、厂商大佬以及车主朋友交流。获取第一手资讯，群内不时的红包雨以及各种福利活动等着大家~,0,2021-11-23
539,100032,39958,全网查询不到详细的电机参数，也是够了,0,2021-11-23
540,96001,39958,没有绿牌，依然交税。不过实话实说。一定比背了更重电池的不充电的DMI省油。如果天天可以充电，DMI出行能耗还是会低一些。,0,2021-11-14
541,92458,39958,最近气温下来了，感觉测试空调温度偏高，夏天22/23度两档风下不知道会不会突破4L？,0,2021-11-06
542,92384,39958,一个字都不提三缸发动机，还跑比工信部更低的油耗，看来这篇作文挺值钱{:大笑:}。,0,2021-11-05
543,92366,39958,这个车至少16万起！,0,2021-11-05
544,92290,39958,零百多少，这油耗和秦DMi没差多少啊,2,2021-11-05
545,92206,39958,3.7油耗也是神级了。,0,2021-11-05
546,92127,39958,增程式的技术路线可以赞一个👍,1,2021-11-05
547,92126,39958,这时候有个蓝牌上它还是有点香，估计价格也不会太贵,0,2021-11-05
548,92249,39833,最重要能上绿牌,0,2021-11-05
549,92240,39833,fsdaf,0,2021-11-05
550,91940,39833,感觉进步很大,1,2021-11-05
551,91926,39833,先赞后看,0,2021-11-05
552,91925,39833,详细{:眯眼看:},0,2021-11-05
553,98501,39717,油车？？？pass,0,2021-11-19
554,91220,39717,长城起名跟闹着玩一样,1,2021-11-03
555,90979,39717,已经分不清长城这些车的名字了,0,2021-11-02
556,90793,39717,急加速乏力吗？转向手感虚不虚？,0,2021-11-02
557,90728,39717,颜值就是正义。,0,2021-11-02
558,90610,39717,插混什么时候出？,0,2021-11-02
559,90595,39571,09的自动驾驶芯片是啥啊？找了一圈没找到,0,2021-11-02
560,90395,39571,看起来还不错啊,0,2021-11-01
561,89523,39571,极氪001羡慕哭了,0,2021-10-29
562,89437,39571,唉，能不能拉极氪弟弟一把啊{:捂脸:},0,2021-10-29
563,89411,39571,为啥极氪的车机那么烂,0,2021-10-29
564,89395,39571,唉，拉他表弟极氪一把,0,2021-10-29
565,89385,39571,亿咖通做的东西，也还不错嘛,0,2021-10-29
566,89351,39571,李明阳？,0,2021-10-29
567,88694,39365,这浓眉大眼的，也出混动,1,2021-10-27
568,88651,39365,后排地板不纯平,1,2021-10-26
569,88252,39365,这内饰有点奇怪了,1,2021-10-25
570,87994,39365,吉普一代神车。,1,2021-10-25
571,87992,39365,吉普一代神车。,1,2021-10-25
572,86497,39215,"【进群方式-大众ID.3/ID.4 CROZZ交流群】
扫描下图管理员二维码，回复 ID.3 / ID.4 即可加入交流群。",1,2021-10-20
573,87346,39215,"车机还会死机、黑屏吗？
听说这车在欧洲大卖，欧洲人民真可怜，可选择的电车太少了{:抽烟:}",1,2021-10-23
574,87063,39215,哎，能不能借鉴gti的设计美感，真不能想象是大众的设计风格,0,2021-10-22
575,86971,39215,这小车真的好漂亮,0,2021-10-21
576,86954,39215,高配有没有360影像,0,2021-10-21
577,86948,39215,大众标导致价格下不去了，哈哈,0,2021-10-21
578,86769,39215,不要老说什么鼓刹就够用了这种话，节省成本就是节省成本，高尔夫鼓刹还够用了呢，为啥用碟刹？这小车动力也还行，偶尔还能跑个赛道，那时候鼓刹还够用吗？要真是16万多，真是不如买海豚了，20万的id4都要选装热泵空调，id3肯定也不会配了吧。,0,2021-10-21
579,86675,39215,这小车，开起来德味应该挺好,0,2021-10-22
