,targetId,userId,userName,cmtContent,time
4191,2779826,466875,元元2014,有点小贵,2020-11-15
4192,2779821,440338,夜之魔心,就是贵了点,2020-11-15
4193,2779812,453073,阿克琉斯,肯定没有燃油版本卖的好,2020-11-15
4194,2779794,357855,小号手0539,纯电动车的,2020-11-15
4195,2779789,59472,诺亚方舟66,辅助装备,2020-11-15
4196,2779785,322862,tangbohudianzan,智能科技美学,2020-11-15
4197,2779709,44350,iamasr,吉利好样的,2020-11-15
4198,2779659,453396,老墨爱吃肉159,怕自燃 怕自燃,2020-11-15
4199,2779644,391117,不够姣好的人,还可以,2020-11-15
4200,2779640,454689,小小毛_3_1,外观漂亮，大气。,2020-11-15
4201,2779632,268211,ForeverLove,前面这个储物格应该聊胜于无吧,2020-11-15
4202,2779610,466876,fahgqs7n6heq8p5qsd,降價不,2020-11-15
4203,2779598,30208,翰墨南郭,价格呢？坐等价格出来吓我一跳,2020-11-15
4204,2779594,113936,刘思敏智深,南方城市住的可以考虑一下,2020-11-15
4205,2779585,384254,安心至上主義者,价格也是秒杀众多对手!,2020-11-15
4206,2943531,453737,Qin2019,厉害哦,2022-01-19
4207,2797591,384608,CH陈函,你就好啦，年纪轻轻开途锐,2020-12-31
4208,2785889,422929,XCP范烨熠,不，我要的性能是燃油机,2020-11-30
4209,2780561,186,可不可以别搞这么多乱七八糟的限制啊XCP,好难懂,2020-11-17
4210,2780063,1019,tom3,“一台永不充电的新能源车型”油耗是多少了？,2020-11-16
4211,2780038,462981,前男友_3_1,政策车,2020-11-16
4212,2779778,254993,贺兰山老红军,意思是虽然同平台但是调教的比q7差的大了点？,2020-11-15
4213,2779704,44350,iamasr,地主日子也不好过啊,2020-11-15
4214,2779635,388365,1496535767230,真像奥迪,2020-11-15
4215,2779609,288527,zyon,"人家插混可以说，我确实节能减排了啊，我2.0插混城市里开起来动力比2.0还爽，但排放确实比3.0的低，节能减排达成<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2020-11-15
4216,2779595,327720,GentleLee,好大的车,2020-11-15
4217,2779528,64838,骑着骆驼牵悍马,受众面太小,2020-11-15
4218,2779520,328366,龙皇雪人,有这个预算的车主买途锐的就不多了，还得接受这么苛刻的充电条件……,2020-11-15
4219,2779517,301035,开拖拉机的奥巴马,没有品牌的加持，途锐越来越难了！,2020-11-15
4220,2779511,453331,阿勒泰在,这车真有人买吗？,2020-11-15
4221,2779500,451075,Z0光头强,一语双关,2020-11-15
4222,2779492,72624,sheen5217,税怎么收,2020-11-15
4223,2779478,440138,笨笨de傻孩子,妥协不起,2020-11-14
4224,2779460,309407,herozxk,主要是贵,2020-11-14
4225,2779457,67888,奔驰滴蜗牛,越来越没感觉了,2020-11-14
4226,2779444,322862,tangbohudianzan,牌子货的,2020-11-14
4227,2779440,59472,诺亚方舟66,妥妥当当,2020-11-14
4228,2779403,466875,元元2014,可惜买不起,2020-11-14
4229,2779401,453073,阿克琉斯,这个价格我不会买大众,2020-11-14
4230,2779395,454116,Stanley_3_2,挺喜欢这个车的,2020-11-14
4231,2779390,62636,每天4点送豆腐,途锐已经没落了,2020-11-14
4232,2779386,453566,小零同学,不知道能否有2.0T的恐怖优惠？,2020-11-14
4233,2779379,444694,好啥来不来,国家定义的插混是节能减排,2020-11-14
4234,2779378,444694,好啥来不来,只剩下高级了,2020-11-14
4235,2779348,276987,愚公移山2008,这车高级----------------,2020-11-14
4236,2779323,229258,andysho,加速能力好。,2020-11-14
4237,2779314,288527,zyon,混动不用来提升性能，跟咸鱼有什么区别。<br>混动要提升性能，电池的放电功率就必须跟上，那电池就不会很小，既然电池不会很小电机功率也很大，再做个充电口顺理成章,2020-11-14
4238,2779298,454689,小小毛_3_1,性能：猛,2020-11-14
4239,2797597,384608,CH陈函,这价格，可以了,2020-12-31
4240,2780072,417678,小峰麦子,怎么不出个两厢版，然后5w起步7w顶配,2020-11-16
4241,2778659,367740,Zalive,小车不错,2020-11-12
4242,2778509,320640,普罗旺斯紫鄂,运动气息很强，是年轻人的首选,2020-11-12
4243,2778508,320681,龙飞上凤舞,9W就能拥有雅马哈音响和斑马车机，不错的选择,2020-11-12
4244,2778504,320588,莎莎y6n29,周末约几个朋友去看看实车，试驾，可以的话直接入手,2020-11-12
4245,2778501,320594,EvanCheery莎莎,打算去看一下1.5T的赛博灰，送给我亲爱的爸爸,2020-11-12
4246,2778499,320511,梅花鹿DannyXJ,昨天MG5上市，出了价格，就吸引了我,2020-11-12
4247,2778491,451131,超级拦路虎,看着显年轻,2020-11-12
4248,2778420,120274,enician,什么是运动？运动就是不舒适，长跑的疲惫，举重的酸痛，这样的感觉就是运动。什么叫油腻？又想开得快，又怕底盘硬，这就叫油腻。,2020-11-12
4249,2778208,320348,耀眼笨笨蛋,想换车，看上了小黄蜂的外形,2020-11-11
4250,2778207,320373,描述的爱旅游,去试驾感受了一下，速度是绝对可以的，斑马车机，雅马哈音响，裸车不到10W,2020-11-11
4251,2778206,320425,青青Comtech,MG5试驾后还真是不错，空间够用，配置也高，最关键的是价格亲民,2020-11-11
4252,2778204,320513,动力上火锅,这个价位，能有斑马venus和雅马哈，性价比绝对是很高了,2020-11-11
4253,2778203,320549,当流星发陨落,个性、运动、舒适，MG5这车确实是全满足了,2020-11-11
4254,2778198,120274,enician,没有丰富的优质改装件资源，是支撑不起一款年轻化的运动小车的。,2020-11-11
4255,2778191,461187,猴jing,"中国人买车就喜欢跟风 很少有自己的主见<img src=""https://p.xincheping.com/emotion/cpr_001_0026.gif"" class=""xcp_face_img_2"" />",2020-11-11
4256,2778190,461187,猴jing,"总结的挺到位 一针见血啊,",2020-11-11
4257,2778111,293422,northernmeteor,按你这么比，同价位的国产车都比合资车空间大，动力好，配置高，那买合资车的都是傻子呗？,2020-11-11
4258,2778074,19695,开着宝马去偷葱,运动？估计这车走量的还是1.5不带T的版本吧？,2020-11-11
4259,2778071,276987,愚公移山2008,外观都还在闭门设计，能不能设计图阶段就让网络票选一下，不好看的就干脆别量产，省得浪费----------------------------,2020-11-11
4260,2778063,136966,六缸性能控,MG5-年轻人的第一台思域,2020-11-11
4261,2778046,64838,骑着骆驼牵悍马,性价比高,2020-11-11
4262,2778043,39307,笑春风,这外观，怪异！,2020-11-11
4263,2778025,416830,小米2018,国产加油！！,2020-11-11
4264,2778017,451075,Z0光头强,有个性,2020-11-11
4265,2778014,85465,一个涡轮,"动力很奇怪是啥意思<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2020-11-11
4266,2778013,85465,一个涡轮,"这车主打运动是影响到飞度什么了吗。。。非要人家安安心心买菜，你飞度就不能安安心心买菜吗 ，非要比这个强比那个强的<img src=""https://res.xincheping.com/images/2017/pl/emoji/p0009.png"" class=""xcp_face_img_1"" />",2020-11-11
4267,2777990,457196,好好先生_3_2,年轻,2020-11-11
4268,2777979,229258,andysho,性价比高。,2020-11-10
4269,2777951,322862,tangbohudianzan,个性运动的舒适的,2020-11-10
4270,2777944,59472,诺亚方舟66,没多少钱,2020-11-10
4271,2777931,357855,小号手0539,三点一线,2020-11-10
4272,2777926,466875,元元2014,欣赏不来,2020-11-10
4273,2777922,453073,阿克琉斯,外形很拉风，不考虑后排可以买,2020-11-10
4274,2777916,467236,杨梅559,好,2020-11-10
4275,2777914,464865,心依旧寂寞,飞度粉有意思么,2020-11-10
4276,2777908,109373,进击的某熊,知道2020年国产车这样的动力总成和配置，还买飞度的人，真有信仰。飞度，如果和日版一样，默认电子手刹标配倒车雷达，月销量也不至于进不了中国前50名。,2020-11-10
4277,2777890,1984,w(wintercar),主销车型绝对是1.5的自然吸气,2020-11-10
4278,2777879,369217,XCP运营菌,有一说一，这车很黄很暴力,2020-11-10
4279,2777862,387491,一个本田忠实粉,为了财富值,2020-11-10
4280,2777860,387491,一个本田忠实粉,666666,2020-11-10
4281,2777842,47440,tp585,好像说道这个价格之后，就有了很多原谅的理由。那么你倒是说原谅它什么呢？是空间小，动力其实很奇怪，还是一眼看好看，看多了很丑，或者什么斑马雅马哈只是顶配专属？,2020-11-10
4282,2777833,58330,hsbbko,手动变速箱和这套基于电子档杆的内饰不匹配，会难看很多，MG6就是这样,2020-11-10
4283,2777831,13582,sucheng,是年轻人的车,2020-11-10
4284,2777828,293422,northernmeteor,这价买飞度也够了啊！虽说飞度的动力也根本没有吹的那么“超跑”，但是起码玩的人多，改装件多，后期改装潜力大啊！这车主打运动，真玩起来肯定不如飞度。况且飞度的空间也不见得比这车差，甚至更好。要是安安心心的选个买菜车这车还可以考虑，要是说年轻人玩车、运动，这车真比不上飞度了。,2020-11-10
4285,2777796,62636,每天4点送豆腐,敢问可以来个手动吗,2020-11-10
4286,2777736,110056,扮猪吃老鼠,"<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2020-11-10
4287,2777734,279866,ribai,奔驰还有4个轮子呢，这个车竟然也有4个轮子，你还不赶紧去给奔驰反映一下？,2020-11-10
4288,2777731,467001,18:23,emmm,2020-11-10
4289,2777719,443991,铭,顶配才不到10W，还要啥自行车,2020-11-10
4290,2777714,365533,YYP亮亮,我每次说像奔驰尾灯就有人喷我,2020-11-10
4291,2777713,62814,西瓜爱车车,车头倒是不那么像马自达了，奔驰的尾灯还舍不得换掉？,2020-11-10
4292,2777683,301035,开拖拉机的奥巴马,以前叫抄袭，后来叫模仿。现在叫见仁见智了！厉害👍🏻👍🏻,2020-11-10
4293,2777682,125432,彧辰,有了优惠买1.5T的手动挡应该还不错,2020-11-10
4294,2826035,469072,河南全省di价购车,这车漂亮的很,2021-03-12
4295,2797599,384608,CH陈函,啊。。。,2020-12-31
4296,2797201,232396,evilbalance,这个颜色是挺漂亮，空间也足够，内饰少了点自己的风格,2020-12-30
4297,2777549,38064,yk0507,外形的确很得分！,2020-11-09
4298,2777348,114150,XCP裘立志,这个也一样。,2020-11-09
4299,2777346,114150,XCP裘立志,是呀，没办法，认知体系不在一个水平线上。,2020-11-09
4300,2777055,111614,jsakjj,"<img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_27.png"" class=""xcp_face_img_0"" />对，上次有个开汉兰达的，给我说他的汉兰达批弯的时候，很稳。。我都不知道怎么接话！！",2020-11-08
4301,2776221,293422,northernmeteor,之前坐过奔腾的那个大SUV T99(好像是叫这个名字)车看着还行，但是细节做工太差了。比如音响喇叭看着是金属罩的很高端，实际摸起来割手，不光滑。感觉做工不如长安、哈佛那些一线自主品牌。,2020-11-06
4302,2776187,47440,tp585,我就觉着外观好看，空间大，保养便宜，开不坏就是最好的车。什么操控？兄弟我拿轩逸都跑过山路，就那么点速度好不好，关键同行帕拉梅拉在同样的山路一样没跑快。曾经谈论音响的那帮人现在在谈汽车罢了。老实说，汽车编辑务实说实话的，真没几个。,2020-11-06
4303,2776164,117248,gaojiancn,"不应该是雷克萨斯LC的尾灯么？还错误的装在车头上了。。。<img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_27.png"" class=""xcp_face_img_0"" />",2020-11-06
4304,2776136,450676,车迷星乐,这个形象很帅,2020-11-06
4305,2776128,442145,镜水微澜,但买丰田的，几乎都不是被操控吸引的。所以操控这个东西在中国大部分买车用车经验匮乏的人来说，几乎可以觉得只是玄学了。一堆阿猫阿狗都说自己的SUV操控好。,2020-11-06
4306,2776096,78594,10000,对于消费者来说，在很多时候，一台车开起来怎么样，可能远不如它长得怎么样重要。——一语道破,2020-11-06
4307,2776088,464284,秋意峰,值得拥有,2020-11-06
4308,2776087,464284,秋意峰,原来是这样！,2020-11-06
4309,2776084,114150,XCP裘立志,你对丰田的印象还停留在老车型上，现在的丰田，虽然动力肉了点，但操控是真的挺好的。,2020-11-06
4310,2776076,72624,sheen5217,有没有B90,2020-11-06
4311,2776069,77471,lanir,太强大了，我看到了凯迪拉克、领克、比亚迪、红旗、马自达、本田、长城的味道，楼下还有没有补充？现在是连连看游戏环节！,2020-11-06
4312,2776068,268211,ForeverLove,这个泪眼灯凯迪拉克真的没意见吗？,2020-11-06
4313,2776063,86589,新新新来的吧,看哪都象谁谁谁！,2020-11-06
4314,2776057,466876,fahgqs7n6heq8p5qsd,挺有氣勢,2020-11-06
4315,2776051,453073,阿克琉斯,有点凯迪拉克的感觉,2020-11-06
4316,2776049,220304,邪气凛然,"<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2020-11-06
4317,2776039,388365,1496535767230,再模仿凯迪拉克吗,2020-11-06
4318,2776037,442145,镜水微澜,其实国内大部分买车的人，对操控都没什么心得和具体要求，丰田的车都开的没意见，那其他的车也不见得会开的别扭。B70现在这个设计，彻底是摆脱原来政府科级车的取向了。,2020-11-06
4319,2776033,339015,Bao豹先生,"凯迪拉克 长城魏 的影子很足<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2020-11-06
4320,2776025,461187,猴jing,"一眼就看出来了<img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_15.png"" class=""xcp_face_img_0"" />",2020-11-06
4321,2776024,461187,猴jing,额哦 看谁是真正的黑马🐴,2020-11-06
4322,2776022,461187,猴jing,有同感啊,2020-11-06
4323,2776021,461187,猴jing,这车看着外形不错 不知道内脏怎么样,2020-11-06
4324,2776017,391117,不够姣好的人,外观好看就成功一半了,2020-11-06
4325,2776015,428652,北辰,看着挺不错,2020-11-06
4326,2776014,123740,jinmailang,这大灯抄袭的也太明显了吧,2020-11-06
4327,2776009,295914,壹舞柒叁,每个品牌模仿一点……,2020-11-06
4328,2775999,301035,开拖拉机的奥巴马,如今这紧凑级轿车尺寸都要到中级车的水准了,2020-11-06
4329,2775995,64838,骑着骆驼牵悍马,够大气,2020-11-06
4330,2775994,52491,罗马假日,"今年轿车这块竞争很激烈啊！<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2020-11-06
4331,2775990,328366,龙皇雪人,值得推荐➖,2020-11-06
4332,2775989,328366,龙皇雪人,形象是它的最大卖点……,2020-11-06
4333,2775982,30208,翰墨南郭,把中控台的小姐姐整成制服妹纸，阔以选择的那种，就更好了,2020-11-06
4334,2775979,30208,翰墨南郭,这就是靠脸吃饭的节奏啊,2020-11-06
4335,2775978,453331,阿勒泰在,顶配十万，才有市场。,2020-11-06
4336,2775975,39307,笑春风,这外观，点赞。,2020-11-06
4337,2775965,451075,Z0光头强,真大气,2020-11-06
4338,2775962,453339,雪香食品158,有点意思,2020-11-06
4339,2775941,81552,嘿，您好！,倒有点国际大牌的样子,2020-11-05
4340,2775934,329172,1470656150436,看到这种双屏仪表，但仪表vi很low ，回用机械指针仪表吧。,2020-11-05
4341,2775899,1984,w(wintercar),灯高级,2020-11-05
4342,2775889,229258,andysho,形象高级,2020-11-05
4343,2775888,453243,9HXL5LYCjV,拼凑感太强。动力好，调校不好变速箱，也是白瞎。,2020-11-05
4344,2775880,317740,whyraider,油腻,2020-11-05
4345,2775878,276987,愚公移山2008,杀马特,2020-11-05
4346,2775875,316571,EGOIST,凯迪拉奔,2020-11-05
4347,2775865,322862,tangbohudianzan,都是新的,2020-11-05
4348,2775856,59472,诺亚方舟66,感觉如何,2020-11-05
4349,2775847,357855,小号手0539,三新款的,2020-11-05
4350,2775843,114150,XCP裘立志,"他这个也是可以换形象的，只不过要花钱购买<img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_27.png"" class=""xcp_face_img_0"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_27.png"" class=""xcp_face_img_0"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_27.png"" class=""xcp_face_img_0"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_27.png"" class=""xcp_face_img_0"" />",2020-11-05
4351,2775834,129666,浪里个浪啊,嗯，正面凯迪拉克，侧面雅阁，屁股小鹏P7?,2020-11-05
4352,2775827,439255,XCP叶威,"怎么有种“自主凌派”的感觉<img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_27.png"" class=""xcp_face_img_0"" />",2020-11-05
4353,2775822,58330,hsbbko,这车气场反超H5、H7，一汽也玩下克上？<br>掀背超级好评，但是内饰真不行。大片黑色“钢琴漆”是廉价车廉价感的主要来源，特别是屏幕的边框宽到能停航母的情况下。蔚来中控的升级就是个很好的正面例子。<br>另外这种形象气场直逼红旗的车，中间放个二次元小人，一汽奔腾产品经理脑子里都是啥啊？我这老二次元都二不起啊。<br>还不如干脆放个优库里，什么形象都能COS，语音包也是现成的🤣,2020-11-05
4354,2775818,310660,huyanping,这是集各家之大成？,2020-11-05
4355,2775811,58330,hsbbko,“自主王者”🤣🤣🤣,2020-11-05
4356,2775809,1528,Nbblue,前凯迪，侧雅阁，尾保时捷，内宝马。。好车~,2020-11-05
4357,2775806,114150,XCP裘立志,还没试过星瑞，但从硬件规格来讲，远不如星瑞,2020-11-05
4358,2775799,60382,嘴角的弧线,同是轴距2800，跟星瑞比起来如何？,2020-11-05
4359,2775797,62830,weiyisecai,长安，新k5，雷克萨斯，十代雅阁，内饰好像还模仿的自主王者奇瑞，奔腾让我说你啥好？,2020-11-05
4360,2775790,384254,安心至上主義者,凯迪拉克B70,2020-11-05
4361,2777069,413174,1507089241002,感觉新车评越来越背书，人是多了，可是有多少是大家想关注的呢？我想是同级别对比、同价位对比、更新新老款的三大件区别或者某个关注度高的车的真实驾驶感受吧……或许,2020-11-08
4362,2775903,435784,瓦森纳, 想起了以前现代的广告“从现代到蔚来”,2020-11-05
4363,2775683,384339,CP廖裕豪,等待，是我们等等党党员胜利的前提,2020-11-05
4364,2775682,384339,CP廖裕豪,不明白为什么蔚来作为电动车，保养维护费用如此高，一键维保加上保险我记得陈函说是1万多一年.......,2020-11-05
4365,2775524,218404,38号车评中心LTY,"你适合生活在井里<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2020-11-04
4366,2775520,367740,Zalive,比例不协调 跟XC60一个问题,2020-11-04
4367,2775336,37283,XCP曾昭庆,我提车后会好好讲讲我选蔚来不选特斯拉的原因。这里可以透露其中的重要一条：我想买台SUV，这是我放弃Model 3的重要原因。所以我挺期待蔚来那台轿车，但我不会买，哈哈。,2020-11-04
4368,2775305,339015,Bao豹先生,"因为 有钱嘛 任性嘛 摊牌了 我不装了<img src=""https://p.xincheping.com/emotion/cpr_001_0005.gif"" class=""xcp_face_img_2"" /><img src=""https://p.xincheping.com/emotion/cpr_001_0005.gif"" class=""xcp_face_img_2"" /><img src=""https://p.xincheping.com/emotion/cpr_001_0005.gif"" class=""xcp_face_img_2"" />",2020-11-04
4369,2775301,464284,秋意峰,我们的青春！,2020-11-04
4370,2775300,464284,秋意峰,就是最好的！,2020-11-04
4371,2775299,464284,秋意峰,美好的生活！,2020-11-04
4372,2775283,384254,安心至上主義者,还可以!,2020-11-04
4373,2775275,391117,不够姣好的人,不错,2020-11-04
4374,2775272,30208,翰墨南郭,九何秀,2020-11-04
4375,2775271,30208,翰墨南郭,换电政策就知道了吧<br>买的没有卖的精,2020-11-04
4376,2775270,30208,翰墨南郭,是草率了，不知道二手什么时候出，哈哈,2020-11-04
4377,2775267,122926,orangekuku,"<img src=""https://p.xincheping.com/201710/b7/dim23x23_9fa1f72f68447b8b2514639f3fd997.png"" class=""xcp_face_img_0"" />",2020-11-04
4378,2775259,64838,骑着骆驼牵悍马,还有很长的路要走,2020-11-04
4379,2775256,328366,龙皇雪人,庆哥说了:车是好车，但是你家方便充电吗？,2020-11-04
4380,2775255,328366,龙皇雪人,静待充电设备普及……,2020-11-04
4381,2775253,77808,唯一色彩是也,不得不承认，蔚来是最具有成为中国特斯拉的车企,2020-11-04
4382,2775236,451075,Z0光头强,蔚来已来,2020-11-04
4383,2775234,39307,笑春风,来来来，盲订一台。,2020-11-04
4384,2775232,89258,fishman_wh,"很明显是有钱啊<img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_12.png"" class=""xcp_face_img_0"" />",2020-11-04
4385,2775231,89258,fishman_wh,"所有轿跑车都有x6的味道<img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_12.png"" class=""xcp_face_img_0"" />",2020-11-04
4386,2775225,453339,雪香食品158,"<img src=""https://p.xincheping.com/emotion/cpr_001_0001.gif"" class=""xcp_face_img_2"" /><img src=""https://p.xincheping.com/emotion/cpr_001_0001.gif"" class=""xcp_face_img_2"" /><img src=""https://p.xincheping.com/emotion/cpr_001_0001.gif"" class=""xcp_face_img_2"" /><img src=""https://p.xincheping.com/emotion/cpr_001_0001.gif"" class=""xcp_face_img_2"" />",2020-11-04
4387,2775202,268211,ForeverLove,"庆哥可能冲动了<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2020-11-04
4388,2775200,426581,sxl_367,未来还显示没未来,2020-11-04
4389,2775197,67981,老马手机,我也是长期关注蔚来的人了，车还没买，NioLife的不少产品都入手了...哈哈，有逐渐从本田党转变为蔚来脑残粉的趋势。现在，这个节点，我还想等等2021年1月在成都召开的NioDay2020活动，看看新发布的轿车产品。据说这是蔚来的二代平台产品，会更先进和智能。庆哥要不要退定和我一起再等等？哈哈哈哈,2020-11-03
4390,2775186,89258,fishman_wh,"文采飞扬啊！<img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_12.png"" class=""xcp_face_img_0"" />",2020-11-03
4391,2775173,276987,愚公移山2008,绕口令------------------,2020-11-03
4392,2775172,276987,愚公移山2008,蔚来有没有未来？未来有没有蔚来？,2020-11-03
4393,2775167,453073,阿克琉斯,说明你非常任性啊,2020-11-03
4394,2775159,322862,tangbohudianzan,先去看看,2020-11-03
4395,2775158,322862,tangbohudianzan,先买,2020-11-03
4396,2775151,388365,1496535767230,乍一看东风雪铁龙……嚎,2020-11-03
4397,2775142,59472,诺亚方舟66,先订为敬,2020-11-03
4398,2775130,357855,小号手0539,高兴了没,2020-11-03
4399,2775127,83529,flyingatm16,和同价位的X4比怎么样？,2020-11-03
4400,2775122,229258,andysho,颜色选择不如ES6多。,2020-11-03
4401,2775111,375519,ljyx,作为第N台车没毛病！,2020-11-03
4402,2775103,110056,扮猪吃老鼠,"<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2020-11-03
4403,2775096,88310,吉娃娃们死全家,给你优惠多少,2020-11-03
4404,2775091,239,老富康,都说model Y侧面难看，我怎么觉得至少比EC6好看,2020-11-03
4405,2775072,37283,XCP曾昭庆,和同价位多数油车比，要便宜很多，因为它是电车。但和特斯拉比，好像蔚来的保养费用真不算低。,2020-11-03
4406,2775071,37283,XCP曾昭庆,目前还没有，据报道称，最快明年登陆欧洲。但这个就要看生产线能不能扩容，或者更直接点说，蔚来能不能再去融到资。,2020-11-03
4407,2775064,4181,Nicholaszhu,这款车这车后续保养维护贵吗？,2020-11-03
4408,2775060,81552,嘿，您好！,有钱,2020-11-03
4409,2775053,450676,车迷星乐,这车尾有一丝宝马x6的味道,2020-11-03
4410,2775051,56303,移公愚山,"恭喜阿庆嫂有多了一个姐妹<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2020-11-03
4411,2775045,440138,笨笨de傻孩子,"因为有钱<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2020-11-03
4412,2775022,467001,18:23,漂亮,2020-11-03
4413,2775017,428652,北辰,真漂亮,2020-11-03
4414,2775007,453339,雪香食品158,"<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2020-11-03
4415,2774999,81094,yyroma,蔚来在国外卖了吗？,2020-11-03
4416,2774979,282332,查拉图斯特拉,庆哥看来不缺车位，至少同时能停A6和电车那起码两个起步。😂,2020-11-03
4417,2774973,464884,肯定不行呢,恭喜庆哥,2020-11-03
4418,2774951,218915,no1yzy,试车前就下单不是有钱就是真爱粉,2020-11-03
4419,2774945,327720,GentleLee,因为有钱所以你订了一台,2020-11-03
4420,2774934,442145,镜水微澜,因为新势力的车型本来就不多，绝对销售数量也很小，所以有那么几个真喜欢这种车型的人来买，销量在新势力里横向比较就不会显得少。,2020-11-03
4421,2774928,88170,songgz,"因为争着Q了<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2020-11-03
4422,2774918,117248,gaojiancn,不评价，怕被喷。,2020-11-03
4423,2774913,44350,iamasr,细节决定成败,2020-11-03
4424,2774908,466876,fahgqs7n6heq8p5qsd,是台好車,2020-11-03
4425,2774907,105914,区广贤,轿跑SUV比较容易受冷落的情况，似乎在新势力上面不太明显,2020-11-03
4426,2819795,466756,Anunnaki,蓝鲸 垃圾得一批,2021-02-26
4427,2783971,467113,笑看水军充值,"底盘隔音的不好说，说这车能跑进8秒甚至七秒我是不信的，UNI-T厂家测试7秒5，量产版出来是10秒多的事情还没几个月吧？？？？从睿骋CC到CS55,75,逸动P，长安的加速一向很“虚”",2020-11-26
4428,2781093,453737,Qin2019,跟风很步伐,2020-11-18
4429,2774986,420934,8hFcaN4cUG,张牙舞爪的造型，通常火一会就凉了,2020-11-03
4430,2774254,49166,汽车键盘党总书记,Levante 不满足自己的相貌，去“网红工厂”整容，就变成这样了,2020-11-01
4431,2774145,109765,ycvon,Levante 被人绑树上打了一个小时，脸就成这样了。,2020-11-01
4432,2773981,328366,龙皇雪人,造型特别,2020-11-01
4433,2773957,89258,fishman_wh,"uni-t的车评也没说多运动啊<img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_11.png"" class=""xcp_face_img_0"" />",2020-11-01
4434,2773955,30208,翰墨南郭,这么运动的车都只能拿到值得推荐，秒懂,2020-11-01
4435,2773915,106841,猪宰天下,欧尚的跟CS系列的有什么区别,2020-11-01
4436,2773853,309407,herozxk,长安不错,2020-10-31
4437,2773827,467001,18:23,nice,2020-10-31
4438,2773812,384339,CP廖裕豪,和uni-t比呢？,2020-10-31
4439,2773802,458950,XCP屠晓濛,前脸有那么点玛莎拉蒂的感觉,2020-10-31
4440,2773793,458297,Rokkor,这么骚的吗,2020-10-31
4441,2773788,1984,w(wintercar),这不是公然作弊？,2020-10-31
